form	reading	gloss_en	gloss_hi	pos	section	example_ja	example_en	audio_path	vocab_id
おくれる	おくれる	be late	देर होना	verb-2	28. Verbs - Group 2 (る-verbs)	バスが 来なかったので、学校に おくれました。	The bus didn't come, so I was late to school.		n5.vocab.28-verbs-group-2-verbs.おくれる
おしらせ	おしらせ	announcement, notice	सूचना	noun	24. School and Study	学校から おしらせが きました。	An announcement came from school.		n5.vocab.24-school-and-study.おしらせ
おじゃまします	おじゃまします	excuse me / I'm coming in (set phrase used when entering someone's home)	अंदर आ रहा हूँ	expression	36. Greetings and Set Phrases	「おじゃまします」と 言って、友だちの うちに 入りました。	I said 'excuse me' and entered my friend's house.		n5.vocab.36-greetings-and-set-phr.おじゃまします
おてら	おてら	temple (Buddhist)	मंदिर (बौद्ध)	noun	13. Locations and Places (general)	おてらは とても しずかです。	The temple is very quiet.		n5.vocab.13-locations-and-places-.おてら
おもちゃ	おもちゃ	toy	खिलौना	noun	40. Misc Useful Items	子どもは おもちゃで あそびます。	Children play with toys.		n5.vocab.40-misc-useful-items.おもちゃ
高校生	こうこうせい	high school student	हाई स्कूल छात्र	noun	3. People - Roles	あには 高校生です。	My older brother is a high school student.		n5.vocab.3-people-roles.高校生
さくら	さくら	cherry blossom	चेरी ब्लॉसम	noun	14. Nature and Weather	四月に さくらが さきます。	Cherry blossoms bloom in April.		n5.vocab.14-nature-and-weather.さくら
じゅんび	じゅんび	preparation	तैयारी	noun	24. School and Study	テストの じゅんびを します。	I prepare for the test.		n5.vocab.24-school-and-study.じゅんび
ぜひ	ぜひ	by all means / definitely	अवश्य	adverb	33. Adverbs	ぜひ あそびに 来て ください。	Please come to visit by all means.		n5.vocab.33-adverbs.ぜひ
ただ	ただ	just / only / simply	केवल / बस	adverb	33. Adverbs	ただの 友だちです。	It's just a friend.		n5.vocab.33-adverbs.ただ
ためる	ためる	save / accumulate (e.g., money, points)	जमा करना	verb-2	28. Verbs - Group 2 (る-verbs)	りょこうの ために お金を ためて います。	I am saving money for a trip.		n5.vocab.28-verbs-group-2-verbs.ためる
たんご	たんご	vocabulary word	शब्द (शब्दावली)	noun	24. School and Study	日本語の たんごを おぼえます。	I memorize Japanese vocabulary.		n5.vocab.24-school-and-study.たんご
はらう	はらう	pay	भुगतान करना	verb-1	27. Verbs - Group 1 (う-verbs)	コンビニで お金を はらいました。	I paid the money at the convenience store.		n5.vocab.27-verbs-group-1-verbs.はらう
べつべつ	べつべつ	separately	अलग-अलग	adverb	33. Adverbs	べつべつに はらいましょう。	Let's pay separately.		n5.vocab.33-adverbs.べつべつ
アルバイト	アルバイト	part-time job (often shortened to バイト)	अंशकालिक नौकरी	noun	22. Money and Shopping	カフェで アルバイトを して います。	I work part-time at a cafe.		n5.vocab.22-money-and-shopping.アルバイト
カフェ	カフェ	cafe	कैफ़े	noun	13. Locations and Places (general)	カフェで コーヒーを 飲みました。	I drank coffee at the cafe.		n5.vocab.13-locations-and-places-.カフェ
コンサート	コンサート	concert	कॉन्सर्ट	noun	40. Misc Useful Items	土曜日に コンサートに 行きます。	I'll go to the concert on Saturday.		n5.vocab.40-misc-useful-items.コンサート
コンビニ	コンビニ	convenience store	कन्वीनिएंस स्टोर	noun	13. Locations and Places (general)	コンビニで パンを 買いました。	I bought bread at the convenience store.		n5.vocab.13-locations-and-places-.コンビニ
スペイン人	スペインじん	Spanish person	स्पेनिश व्यक्ति	noun	25. Languages and Countries	あの 人は スペイン人です。	That person is Spanish.		n5.vocab.25-languages-and-countri.スペイン人
セール	セール	sale (price reduction)	सेल / छूट	noun	22. Money and Shopping	デパートで セールを して います。	There's a sale at the department store.		n5.vocab.22-money-and-shopping.セール
フロント	フロント	reception desk / front desk	फ़्रंट डेस्क	noun	13. Locations and Places (general)	ホテルの フロントで かぎを もらいました。	I got the key at the hotel reception desk.		n5.vocab.13-locations-and-places-.フロント
ベンチ	ベンチ	bench	बेंच	noun	26. House and Furniture	こうえんの ベンチに すわりました。	I sat on the park bench.		n5.vocab.26-house-and-furniture.ベンチ
倍	ばい	times / -fold (counter for multiplicative)	गुना	counter	9. Counters (Common)	これは あれの 二ばい おおきいです。	This is twice as big as that.		n5.vocab.9-counters-common.倍
出口	でぐち	exit	निकास	noun	13. Locations and Places (general)	えきの 出口で あいましょう。	Let's meet at the station exit.		n5.vocab.13-locations-and-places-.出口
国籍	こくせき	nationality	राष्ट्रीयता	noun	25. Languages and Countries	あなたの こくせきは 何ですか。	What's your nationality?		n5.vocab.25-languages-and-countri.国籍
後	あと	after / later (時間的に後で)	बाद में	noun	10. Time - General	ごはんの 後で べんきょうします。	I'll study after dinner.		n5.vocab.10-time-general.後
聞こえる	きこえる	be audible / can be heard (intransitive of 聞く)	सुनाई देना	verb-2	28. Verbs - Group 2 (る-verbs)	となりの へやから 音楽が 聞こえます。	I can hear music from the next room.		n5.vocab.28-verbs-group-2-verbs.聞こえる
週末	しゅうまつ	weekend	सप्ताहांत	noun	11. Time - Days, Weeks, Months, Years	しゅうまつに りょこうに 行きます。	I go on a trip on the weekend.		n5.vocab.11-time-days-weeks-month.週末
いい	いい / よい	good (いい more colloquial; よい more formal/literary - same meaning)	अच्छा	i-adj	31. い-Adjectives	きょうは いい てんきです。	It's nice weather today.		n5.vocab.31-adjectives.いい
いえ	いえ / うち	house / home (いえ emphasizes the building; うち emphasizes "my place / my household")	घर	noun	26. House and Furniture	いえに かえります。	I'll go home.		n5.vocab.26-house-and-furniture.いえ
ぐらい	ぐらい / くらい	about, approximately (ぐらい more common after voiced sounds; くらい elsewhere - particle of estimate)	लगभग	particle	35. Particles (functional vocabulary)	一時間 ぐらい かかります。	It takes about an hour.		n5.vocab.35-particles-functional-.ぐらい
けれど	けれど / けれども / けど	but / however (けど most casual; けれど middle; けれども most formal - same meaning)	लेकिन / परंतु	conjunction	34. Conjunctions	いそがしいけれど、行きます。	I'm busy but I'll go.		n5.vocab.34-conjunctions.けれど
ござる	ござる / ございます	to be / there is (very polite; ございます is the ます-form, used in shop/hotel speech)	होना (अति आदर)	verb-1	30. Verbs - Existence and Possession	おはよう ございます。	Good morning. (formal)		n5.vocab.30-verbs-existence-and-p.ござる
じゃあ	じゃあ / では / じゃ	well then / so (じゃあ casual; では formal; じゃ very casual - discourse marker for transitioning)	तो / अच्छा	expression	39. Function / Filler Expressions	じゃあ、また あした。	Well then, see you tomorrow.		n5.vocab.39-function-filler-expre.じゃあ
みんな	みんな / みな	everyone / all (みんな more colloquial; みな more formal - both function as inclusive "everyone")	सब / सभी	noun	1. People - Pronouns and Self	みんなで がんばりましょう。	Let's all do our best together.		n5.vocab.1-people-pronouns-and-se.みんな
やはり	やはり / やっぱり	as expected / after all (やはり more formal; やっぱり colloquial - confirms an expectation or returns to a prior view)	जैसा सोचा था	adverb	33. Adverbs	やはり 日本料理が 好きです。	As expected, I like Japanese food.		n5.vocab.33-adverbs.やはり
ゼロ	ゼロ / れい	zero (ゼロ for "0" digit reading; れい for formal/numeric "zero" especially in counts)	शून्य	numeral	7. Numbers	てんすうは ゼロでした。	The score was zero.		n5.vocab.7-numbers.ゼロ
ぺこぺこ	ぺこぺこ	very hungry; stomach-rumbling	बहुत भूखा; पेट में चूहे कूदना	na-adj	36. Greetings and Set Phrases	おなかが ぺこぺこです。	I'm starving.		n5.vocab.36-greetings-and-set-phr.ぺこぺこ
にこにこ	にこにこ	smiling brightly; with a smile	मुस्कुराते हुए; प्रसन्नतापूर्वक	adverb	33. Adverbs	たなかさんは いつも にこにこ しています。	Mr. Tanaka is always smiling.		n5.vocab.31-i-adjectives.にこにこ
どきどき	どきどき	heart pounding; nervous; thrilled	धड़कन तेज़; घबराहट; रोमांचित	adverb	33. Adverbs	しけんの まえは どきどきします。	I get nervous before exams.		n5.vocab.33-adverbs.どきどき
わくわく	わくわく	excited; thrilled; eagerly anticipating	उत्साहित; उत्तेजित; उत्सुकता	adverb	33. Adverbs	りょこうの まえは わくわくします。	I'm excited before a trip.		n5.vocab.33-adverbs.わくわく
ぴかぴか	ぴかぴか	sparkling; shining; brand-new	चमकीला; दमकता; नया जैसा	adverb	33. Adverbs	まどが ぴかぴかです。	The window is sparkling clean.		n5.vocab.33-adverbs.ぴかぴか
だんだん	だんだん	gradually; little by little	धीरे-धीरे; क्रमशः	adverb	33. Adverbs	だんだん さむく なりました。	It has gradually gotten cold.		n5.vocab.33-adverbs.だんだん
まあまあ	まあまあ	so-so; not bad; passably	ठीक-ठाक; इतना बुरा नहीं	adverb	33. Adverbs	「げんきですか?」「まあまあです。」	"How are you?" "So-so."		n5.vocab.33-adverbs.まあまあ
おはし	おはし	chopsticks (polite)	चॉपस्टिक्स	noun	20. Tableware and Cooking	おはしを つかいます。	I use chopsticks.		n5.vocab.20-tableware-and-cooking.はし-chopsticks
ビル	ビル	building (large/multi-story)	इमारत (बड़ी/बहुमंज़िला)	noun	13. Locations and Places (general)	たかい ビルが たくさん あります。	There are many tall buildings.		n5.vocab.13-locations-and-places-.ビル
